preference_key,movie_title,star_cast,rating,year,place,vote,link
4,Casino,"Martin Scorsese (dir.), Robert De Niro, Sharon Stone",8.1637063712591,1995,136,,/title/tt0112641/
1,El laberinto del fauno,"Guillermo del Toro (dir.), Ivana Baquero, Ariadna Gil",8.162182357642306,2006,137,,/title/tt0457430/
2,Los imperdonables,"Clint Eastwood (dir.), Clint Eastwood, Gene Hackman",8.161739892357325,1992,138,,/title/tt0105695/
3,Spider-Man: Sin Camino A Casa,"Jon Watts (dir.), Tom Holland, Zendaya",8.158484991143277,2021,139,,/title/tt10872600/
4,Petróleo sangriento,"Paul Thomas Anderson (dir.), Daniel Day-Lewis, Paul Dano",8.157607722299348,2007,140,,/title/tt0469494/
1,The Truman Show: Historia de una vida,"Peter Weir (dir.), Jim Carrey, Ed Harris",8.155260885002228,1998,141,,/title/tt0120382/
2,El sexto sentido,"M. Night Shyamalan (dir.), Bruce Willis, Haley Joel Osment",8.153556456114034,1999,142,,/title/tt0167404/
3,Una mente brillante,"Ron Howard (dir.), Russell Crowe, Ed Harris",8.152058912482989,2001,143,,/title/tt0268978/
4,Yojimbo,"Akira Kurosawa (dir.), Toshirô Mifune, Eijirô Tôno",8.150037391509379,1961,144,,/title/tt0055630/
1,Monty Python y el santo grial,"Terry Gilliam (dir.), Graham Chapman, John Cleese",8.149774506276914,1975,145,,/title/tt0071853/
2,El tesoro de la Sierra Madre,"John Huston (dir.), Humphrey Bogart, Walter Huston",8.147623606726789,1948,146,,/title/tt0040897/
3,La isla siniestra,"Martin Scorsese (dir.), Leonardo DiCaprio, Emily Mortimer",8.147160701613878,2010,147,,/title/tt1130884/
4,Parque jurásico,"Steven Spielberg (dir.), Sam Neill, Laura Dern",8.145242248965605,1993,148,,/title/tt0107290/
1,Rashomon,"Akira Kurosawa (dir.), Toshirô Mifune, Machiko Kyô",8.14177882201378,1950,149,,/title/tt0042876/
2,El gran escape,"John Sturges (dir.), Steve McQueen, James Garner",8.14144431480953,1963,150,,/title/tt0057115/
3,"Kill Bill, la venganza Volumen 1","Quentin Tarantino (dir.), Uma Thurman, David Carradine",8.137827592110911,2003,151,,/title/tt0266697/
4,Sin lugar para los débiles,"Ethan Coen (dir.), Tommy Lee Jones, Javier Bardem",8.137037096547205,2007,152,,/title/tt0477348/
1,Buscando a Nemo,"Andrew Stanton (dir.), Albert Brooks, Ellen DeGeneres",8.131315814868845,2003,153,,/title/tt0266543/
2,El hombre elefante,"David Lynch (dir.), Anthony Hopkins, John Hurt",8.129576653595214,1980,154,,/title/tt0080678/
3,Barrio Chino,"Roman Polanski (dir.), Jack Nicholson, Faye Dunaway",8.128621805815085,1974,155,,/title/tt0071315/
4,El toro salvaje,"Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty",8.127660853774104,1980,156,,/title/tt0081398/
1,La cosa del otro mundo,"John Carpenter (dir.), Kurt Russell, Wilford Brimley",8.12754127729528,1982,157,,/title/tt0084787/
2,V de Venganza,"James McTeigue (dir.), Hugo Weaving, Natalie Portman",8.12451337432752,2005,158,,/title/tt0434409/
3,Lo que el viento se llevó,"Victor Fleming (dir.), Clark Gable, Vivien Leigh",8.124281874168314,1939,159,,/title/tt0031381/
4,Intensa Mente,"Pete Docter (dir.), Amy Poehler, Bill Hader",8.122895030458142,2015,160,,/title/tt2096673/
1,"Juegos, trampas y dos pistolas humeantes","Guy Ritchie (dir.), Jason Flemyng, Dexter Fletcher",8.121917834416381,1998,161,,/title/tt0120735/
2,Con M de Muerte,"Alfred Hitchcock (dir.), Ray Milland, Grace Kelly",8.119962704891005,1954,162,,/title/tt0046912/
3,El secreto de sus ojos,"Juan José Campanella (dir.), Ricardo Darín, Soledad Villamil",8.11777250158269,2009,163,,/title/tt1305806/
4,El increíble castillo vagabundo,"Hayao Miyazaki (dir.), Chieko Baishô, Takuya Kimura",8.115356705323356,2004,164,,/title/tt0347149/
1,El puente sobre el río Kwai,"David Lean (dir.), William Holden, Alec Guinness",8.112694722116366,1957,165,,/title/tt0050212/
2,Tres anuncios por un crimen,"Martin McDonagh (dir.), Frances McDormand, Woody Harrelson",8.111629972734764,2017,166,,/title/tt5027774/
3,La vida en el abismo,"Danny Boyle (dir.), Ewan McGregor, Ewen Bremner",8.110915580000913,1996,167,,/title/tt0117951/
4,La última pelea,"Gavin O'Connor (dir.), Tom Hardy, Nick Nolte",8.103633596069118,2011,168,,/title/tt1291584/
1,Gran Torino,"Clint Eastwood (dir.), Clint Eastwood, Bee Vang",8.103326666365312,2008,169,,/title/tt1205489/
2,"Fargo, secuestro voluntario","Joel Coen (dir.), William H. Macy, Frances McDormand",8.102581705664246,1996,170,,/title/tt0116282/
3,Intriga,"Denis Villeneuve (dir.), Hugh Jackman, Jake Gyllenhaal",8.099468500860352,2013,171,,/title/tt1392214/
4,Mi vecino Totoro,"Hayao Miyazaki (dir.), Hitoshi Takagi, Noriko Hidaka",8.09374706512998,1988,172,,/title/tt0096283/
1,Golpes del destino,"Clint Eastwood (dir.), Hilary Swank, Clint Eastwood",8.089464005991523,2004,173,,/title/tt0405159/
2,Atrápame si puedes,"Steven Spielberg (dir.), Leonardo DiCaprio, Tom Hanks",8.088192379962347,2002,174,,/title/tt0264464/
3,La quimera del oro,"Charles Chaplin (dir.), Charles Chaplin, Mack Swain",8.086224031506479,1925,175,,/title/tt0015864/
4,Blade Runner,"Ridley Scott (dir.), Harrison Ford, Rutger Hauer",8.085003197992847,1982,176,,/title/tt0083658/
1,Los niños del cielo,"Majid Majidi (dir.), Mohammad Amir Naji, Amir Farrokh Hashemian",8.084427597275617,1997,177,,/title/tt0118849/
2,Nido de ratas,"Elia Kazan (dir.), Marlon Brando, Karl Malden",8.082511832215094,1954,178,,/title/tt0047296/
3,El tercer hombre,"Carol Reed (dir.), Orson Welles, Joseph Cotten",8.080313495762555,1949,179,,/title/tt0041959/
4,12 años esclavo,"Steve McQueen (dir.), Chiwetel Ejiofor, Michael Kenneth Williams",8.079437952454548,2013,180,,/title/tt2024544/
1,Antes del amanecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.07917234760647,1995,181,,/title/tt0112471/
2,Fresas silvestres,"Ingmar Bergman (dir.), Victor Sjöström, Bibi Andersson",8.078799579672614,1957,182,,/title/tt0050986/
3,Ben-Hur,"William Wyler (dir.), Charlton Heston, Jack Hawkins",8.077839784107411,1959,183,,/title/tt0052618/
4,Harry Potter y las reliquias de la muerte 2,"David Yates (dir.), Daniel Radcliffe, Emma Watson",8.07770330357098,2011,184,,/title/tt1201607/
1,La General,"Clyde Bruckman (dir.), Buster Keaton, Marion Mack",8.077015330030868,1926,185,,/title/tt0017925/
